feature_prc,features_elimination_prc,epsilon_factor,dist_functions,accuracy,round_time
0.05,0.0,"[25, 50]","['wasserstein', 'jm']",0.792944,58.363818
0.05,0.0,"[25, 25]","['wasserstein', 'jm']",0.790507,47.987202
0.05,0.0,"[10, 100]","['wasserstein', 'jm', 'hellinger']",0.7873,61.111737
0.05,0.5,"[25, 50]","['wasserstein', 'jm']",0.78653,47.443678
0.05,0.2,"[10, 100]","['wasserstein', 'jm']",0.785632,56.772878
0.05,0.35,"[100, 10]",jm,0.784862,35.502722
0.05,0.0,"[10, 100]","['wasserstein', 'jm']",0.783194,47.50739
0.05,0.5,"[25, 25]","['wasserstein', 'jm']",0.781013,47.08829
0.05,0.35,"[50, 50]",jm,0.774856,35.234197
0.05,0.35,"[50, 25]",jm,0.774856,35.368819
0.05,0.0,"[25, 25]",jm,0.774727,34.038579
0.05,0.0,"[25, 50]",jm,0.774727,34.172263
0.05,0.35,"[50, 25]","['wasserstein', 'jm']",0.773701,48.153083
0.05,0.5,"[10, 100]","['wasserstein', 'hellinger']",0.772547,49.902386
0.05,0.5,"[25, 25]",jm,0.768185,34.910835
0.05,0.5,"[25, 50]",jm,0.768185,34.12527
0.05,0.35,"[50, 50]","['wasserstein', 'jm']",0.767543,47.941559
0.05,0.35,"[25, 25]",jm,0.766517,34.550724
0.05,0.35,"[25, 50]",jm,0.766517,34.348089
0.05,0.0,"[10, 100]",jm,0.76331,34.487536
0.05,0.35,"[25, 50]","['wasserstein', 'jm']",0.761642,47.463417
0.05,0.35,"[10, 100]",jm,0.761129,34.286903
0.05,0.35,"[25, 25]","['wasserstein', 'jm']",0.758178,47.098723
0.05,0.5,"[10, 100]","['wasserstein', 'jm', 'hellinger']",0.755741,54.974328
0.05,0.0,"[100, 10]","['wasserstein', 'jm', 'hellinger']",0.754073,55.1016
0.05,0.2,"[25, 25]",jm,0.752919,34.152681
0.05,0.2,"[25, 50]",jm,0.752919,33.884135
0.05,0.35,"[10, 100]","['wasserstein', 'jm', 'hellinger']",0.752534,54.6231
0.05,0.0,"[50, 25]","['wasserstein', 'jm', 'hellinger']",0.750353,64.977118
0.05,0.2,"[100, 10]","['wasserstein', 'jm']",0.748428,59.768191
0.05,0.5,"[10, 100]","['wasserstein', 'jm']",0.74753,48.575833
0.05,0.0,"[50, 50]","['wasserstein', 'jm', 'hellinger']",0.746119,56.898315
0.05,0.2,"[100, 10]",jm,0.741373,35.738668
0.05,0.2,"[10, 100]",jm,0.74086,34.5123
0.05,0.2,"[50, 25]","['wasserstein', 'jm']",0.735215,48.776711
0.05,0.2,"[10, 100]","['wasserstein', 'jm', 'hellinger']",0.730083,58.99735
0.05,0.35,"[10, 100]","['wasserstein', 'hellinger']",0.729057,50.502488
