feature_prc,features_elimination_prc,epsilon_factor,dist_functions,accuracy,round_time
0.05,0.2,"[25, 50]","['wasserstein', 'jm', 'hellinger']",0.2235,7.7406
0.05,0.5,"[100, 10]","['wasserstein', 'jm', 'hellinger']",0.2233,7.819113
0.05,0.0,"[10, 100]","['wasserstein', 'hellinger']",0.2224,7.429171
0.05,0.2,"[10, 100]","['wasserstein', 'hellinger']",0.2224,7.499651
0.05,0.0,"[10, 100]","['wasserstein', 'jm', 'hellinger']",0.2206,7.85457
0.05,0.2,"[10, 100]","['wasserstein', 'jm', 'hellinger']",0.2206,7.813003
0.1,0.35,"[50, 50]",hellinger,0.3115,3.268906
0.1,0.35,"[50, 25]",hellinger,0.3115,3.360189
0.1,0.35,"[50, 50]","['wasserstein', 'hellinger']",0.3103,8.541217
0.1,0.35,"[50, 25]","['wasserstein', 'hellinger']",0.3103,8.391255
0.1,0.35,"[25, 25]",hellinger,0.3067,3.219527
0.1,0.35,"[25, 50]",hellinger,0.3067,3.10095
0.1,0.35,"[25, 25]","['wasserstein', 'hellinger']",0.3066,8.703934
0.1,0.35,"[25, 50]","['wasserstein', 'hellinger']",0.3066,8.688151
0.1,0.35,"[10, 100]",jm,0.3024,2.5242
0.1,0.35,"[100, 10]",jm,0.3016,2.538001
0.1,0.35,"[50, 50]",jm,0.3016,2.563032
0.1,0.35,"[50, 25]",jm,0.3016,2.597671
0.1,0.35,"[25, 25]","['wasserstein', 'jm']",0.3014,8.412864
0.1,0.35,"[25, 50]","['wasserstein', 'jm']",0.3014,8.355648
0.1,0.5,"[25, 25]","['wasserstein', 'jm', 'hellinger']",0.301,8.929362
0.1,0.5,"[25, 50]","['wasserstein', 'jm', 'hellinger']",0.301,8.760232
0.1,0.35,"[25, 25]",jm,0.3009,2.564711
0.1,0.35,"[25, 50]",jm,0.3009,2.475966
0.1,0.35,"[100, 10]","['wasserstein', 'hellinger']",0.3004,8.694553
0.1,0.35,"[50, 50]","['wasserstein', 'jm']",0.2998,8.391835
0.1,0.5,"[25, 25]",jm,0.2998,2.63317
0.1,0.5,"[25, 50]",jm,0.2998,2.566077
0.1,0.35,"[100, 10]","['wasserstein', 'jm']",0.2997,8.194023
0.1,0.35,"[50, 25]","['wasserstein', 'jm']",0.2997,8.583356
0.1,0.5,"[10, 100]","['wasserstein', 'jm', 'hellinger']",0.2997,8.803261
0.1,0.35,"[25, 50]","['wasserstein', 'jm', 'hellinger']",0.2995,8.930917
0.1,0.0,"[25, 25]",jm,0.2993,2.34301
0.1,0.0,"[25, 50]",jm,0.2993,2.383046
0.1,0.2,"[25, 25]",jm,0.2993,2.369623
0.1,0.2,"[25, 50]",jm,0.2993,2.35526
0.1,0.0,"[50, 50]",jm,0.2988,2.617015
0.1,0.0,"[50, 25]",jm,0.2988,2.350155
0.1,0.2,"[50, 50]",jm,0.2988,2.633282
0.1,0.2,"[50, 25]",jm,0.2988,2.42436
0.1,0.35,"[25, 25]","['wasserstein', 'jm', 'hellinger']",0.2987,9.016709
0.1,0.5,"[100, 10]",jm,0.2987,2.803575
0.1,0.5,"[50, 50]",jm,0.2987,2.714973
0.1,0.5,"[50, 25]",jm,0.2987,2.775508
0.1,0.0,"[10, 100]",jm,0.2984,2.359746
0.1,0.2,"[10, 100]",jm,0.2984,2.41924
0.1,0.35,"[10, 100]","['wasserstein', 'jm']",0.2982,8.371827
0.1,0.0,"[25, 25]","['jm', 'hellinger']",0.298,8.55174
0.1,0.0,"[25, 50]","['jm', 'hellinger']",0.298,8.661169
