feature_prc,features_elimination_prc,epsilon_factor,dist_functions,accuracy,round_time
0.2,0.35,"[50, 50]",jm,0.299,0.650596
0.2,0.35,"[50, 25]",jm,0.299,0.648096
0.2,0.5,"[50, 50]","['wasserstein', 'hellinger']",0.299,6.143534
0.2,0.5,"[50, 25]","['wasserstein', 'hellinger']",0.299,6.142801
0.2,0.0,"[10, 100]",wasserstein,0.298,0.796611
0.2,0.2,"[10, 100]",wasserstein,0.298,0.781476
0.2,0.35,"[25, 25]","['wasserstein', 'hellinger']",0.298,6.136726
0.2,0.35,"[10, 100]","['wasserstein', 'hellinger']",0.298,6.204726
0.2,0.35,"[25, 50]","['wasserstein', 'hellinger']",0.298,6.144942
0.2,0.5,"[10, 100]","['jm', 'hellinger']",0.298,6.158896
0.2,0.5,"[50, 25]","['jm', 'hellinger']",0.298,6.140525
0.2,0.5,"[100, 10]","['wasserstein', 'hellinger']",0.297,6.155029
